English;Spanish;German;Japanese;Chinese (Simplified);Chinese (Traditional);Korean;Portuguese;French;Italian;Dutch;Swedish;Norwegian;Danish;Hindi;Urdu;Russian;Arabic;Category
warn;advertir;warnen;警告する;警告;警告;경고하다;avisar;avertir;avvisare;waarschuwen;varna;varsle;advare;चेतावनी देना;خبردار کرنا;предупреждать;تحذير;Word
warning;advertencia;Warnung;警告;警告;警告;경고;aviso;avertissement;avvertimento;waarschuwing;varning;advarsel;advarsel;चेतावनी;انتباہ;предупреждение;تحذير;Word
wash;lavar;waschen;洗う;洗;洗;씻다;lavar;laver;lavare;wassen;tvätta;vask;vask;धोना;دھونا;стирать;غسل;Word
waste;desperdiciar;Abfall;無駄;浪费;浪費;쓰레기;desperdício;déchets;sciupare;afval;avfall;Avfall;spild;बरबाद करना;فضلہ;напрасно тратить;يضيع;Word
watch;mirar;betrachten;時計;手表;手錶;보다;assistir;montre;orologio;horloge;Kolla på;se;holde øje;घड़ी;گھڑی;смотреть;يشاهد;Word
water;agua;Wasser;水;水;水;물;água;eau;acqua;water;vatten;vann;vand;पानी;پانی;вода;ماء;Word
wave;ola;Welle;波;海浪;海浪;파도;aceno;vague;onda;golf;Vinka;bølge;bølge;लहर;لہر;волна;موجة;Word
way;forma;Weg;道;方式;方式;방법;caminho;chemin;modo;manier;sätt;vei;vej;रास्ता;راستہ;способ;طريق;Word
we;nosotros;Wir;私たち;我们;我們;우리;nós;nous;Noi;Wij;vi;vi;vi;हम;ہم;мы;نحن;Word
weak;débil;schwach;弱い;虚弱的;虛弱的;약한;fraco;faible;Debole;zwak;svag;svak;svag;कमज़ोर;کمزور;слабый;ضعيف;Word
weakness;debilidad;Schwäche;弱点;弱点;弱點;약점;fraqueza;faiblesse;debolezza;zwakheid;svaghet;svakhet;svaghed;कमज़ोरी;کمزوری;слабость;ضعف;Word
wealth;poder;Vermögen;富;财富;財富;재산;fortuna;richesse;ricchezza;rijkdom;rikedom;rikdom;rigdom;संपत्ति;دولت;богатство;ثروة;Word
weapon;arma;Waffe;武器;武器;武器;무기;arma;arme;arma;wapen;vapen;våpen;våben;हथियार;ہتھیار;оружие;سلاح;Word
wear;tener puesto;tragen;切る;穿;穿;입다;vestir;porter;Indossare;dragen;ha på sig;ha på;have på;घिसाव;پہننا;носить;يرتدي;Word
wear away;desgastar;verwischen;すり減る;流逝;流逝;마모;desgastar;s'user;portare via;wegslijten;nöts bort;slites bort;nedslide;घिस जाना;دور پہننا;стирать;نهج نهجا;Word
wear out;desgastar;abnutzen;すり減る;磨损;磨損;마모;desgastar;épuisé;consumarsi;verslijten;slita ut;slite ut;slides op;थकना;باہر پہننا;изнашиваться;تبلى;Word
weather;clima;Wetter;天気;天气;天氣;날씨;clima;temps;tempo atmosferico;weer;väder;vær;vejr;मौसम;موسم;погода;طقس;Word
web;web;Netz;ウェブ;网络;網絡;편물;rede;la toile;ragnatela;web;webb;web;web;वेब;ویب;сеть;الويب;Word
Web site;Sitio web;Webseite;Webサイト;网站;網站;웹사이트;Local na rede Internet;Site Internet;Sito web;Website;Hemsida;nettsted;Internet side;वेबसाइट;ویب سائٹ;Веб-сайт;موقع إلكتروني;Word
wedding;boda;Hochzeit;結婚式;婚礼;婚禮;혼례;casamento;mariage;nozze;bruiloft;bröllop;bryllup;bryllup;शादी;شادی;свадьба;قِرَان;Word
Wednesday;Miércoles;Mittwoch;水曜日;周三;週三;수요일;Quarta-feira;Mercredi;Mercoledì;Woensdag;onsdag;onsdag;onsdag;बुधवार;بدھ;Среда;الأربعاء;Word
week;semana;Woche;週;星期;星期;주;semana;semaine;settimana;week;vecka;uke;uge;सप्ताह;ہفتہ;неделя;أسبوع;Word
weekend;fin de semana;Wochenende;週末;周末;週末;주말;fim de semana;fin de semaine;fine settimana;weekend;helgen;helg;weekend;सप्ताहांत;ہفتے کے آخر;выходные;عطلة نهاية الاسبوع;Word
weekly;semanalmente;wöchentlich;毎週;每周;每週;주간;semanalmente;hebdomadaire;settimanalmente;wekelijks;varje vecka;ukentlig;ugentlig;साप्ताहिक;ہفتہ وار;еженедельно;أسبوعي;Word
weigh;pesar;wiegen;重量を量る;称重;稱重;달다;pesar;peser;pesare;wegen;väga;veie;veje;तौलना;وزن;взвешивать;وزن;Word
weight;peso;Gewicht;重さ;重量;重量;무게;peso;lester;peso;gewicht;vikt;vekt;vægt;वज़न;وزن;масса;وزن;Word
weird;extraño;seltsam;変;诡异的;詭異的;기이한;esquisito;bizarre;Strano;vreemd;konstig;merkelig;mærkelig;अजीब;عجیب;странный;غريب;Word
welcome;bienvenido;Willkommen;いらっしゃいませ;欢迎;歡迎;환영;Bem-vindo;accueillir;Benvenuto;welkom;Välkommen;Velkommen;Velkommen;स्वागत;خوش آمدید;добро пожаловать;مرحباً;Word
well;Bueno;Also;良い;出色地;出色地;잘;bem;Bien;BENE;Goed;väl;vi vil;godt;कुंआ;ٹھیک ہے;хорошо;حسنًا;Word
well-known;bien conocido;sehr bekannt;よく知られている;知名;知名;잘 알려진;bem conhecido;bien connu;ben noto;bekend;välkänd;Velkjente;Kendt;अच्छी तरह से-ज्ञात;اچھی طرح سے جانا جاتا ہے;известный;معروف;Word
west;Oeste;Westen;西;西方;西方;서쪽;oeste;Ouest;ovest;westen;västerut;vest;vest;पश्चिम;مغرب;запад;الغرب;Word
western;occidental;Western;ウエスタン;西;西;서부 사람;ocidental;occidental;occidentale;westers;Västra;vestlig;vestlig;वेस्टर्न;مغربی;вестерн;الغربي;Word
wet;húmedo;nass;濡れた;湿的;濕的;젖은;molhado;humide;Bagnato;nat;våt;våt;våd;गीला;گیلا;влажный;مبتل;Word
what;qué;Was;何;什么;什麼;무엇;o que;quoi;Che cosa;Wat;Vad;hva;hvad;क्या;کیا;что;ماذا;Word
whatever;lo que;was auch immer;なんでもいい;任何;任何;무엇이든;qualquer que seja;peu importe;Qualunque cosa;wat dan ook;vad som helst;samme det;uanset hvad;जो कुछ भी;جو بھی;что бы ни;أيا كان;Word
wheel;rueda;Rad;車輪;车轮;車輪;바퀴;roda;roue;ruota;wiel;hjul;hjul;hjul;पहिया;وہیل;колесо;عجلة;Word
when;cuando;Wenn;いつ;什么时候;什麼時候;언제;quando;quand;Quando;wanneer;när;når;hvornår;कब;کب;когда;متى;Word
whenever;cuando sea;wann immer;いつでも;每当;每當;언제든지;em qualquer momento;chaque fois que;ogni volta;wanneer dan ook;närhelst;når som helst;hver gang;जब कभी भी;جب بھی;в любое время;حينما;Word
where;dónde;Wo;どこ;在哪里;在哪裡;어디;onde;où;Dove;waar;var;hvor;hvor;कहाँ;کہاں;где;أين;Word
whereas;mientras;wohingegen;一方;然而;然而;반면;enquanto;alors que;mentre;terwijl;medan;mens;hvorimod;जबकि;جبکہ;тогда как;بينما;Word
wherever;lo que sea;wo auch immer;どこでも;无论何处;無論何處;대체 어디로;onde quer que;partout où;dovunque;waar dan ook;vart som helst;hvor enn;hvor som helst;जहां कहीं भी;جہاں بھی;где бы;أينما;Word
whether;si;ob;どうにか;无论;無論;~이든;se;si;se;of;huruvida;om;om;चाहे;چاہے;ли;سواء;Word
which;cual;welche;どれの;哪个;哪個;어느;qual;qui;Quale;welke;som;hvilken;hvilken;कौन;کونسا;который;أيّ;Word
while;mientras;während;その間;尽管;儘管;~하는 동안;enquanto;alors que;Mentre;terwijl;medan;samtidig som;mens;जबकि;جبکہ;пока;بينما;Word
whisper;susurro;flüstern;ささやく;耳语;耳語;속삭임;sussurrar;chuchoter;sussurro;fluisteren;viska;hviske;hviske;फुसफुसाना;سرگوشی;шепот;همسة;Word
whistle;silbar;Pfeife;ホイッスル;哨;哨;휘파람;assobiar;siffler;fischio;fluit;vissla;plystre;fløjte;सीटी;سیٹی;свист;صافرة;Word
white;blanco;Weiss;白;白色的;白色的;하얀색;branco;blanc;bianco;wit;vit;hvit;hvid;सफ़ेद;سفید;белый;أبيض;Word
who;OMS;WHO;WHO;WHO;WHO;WHO;Quem;OMS;Chi;WHO;WHO;WHO;WHO;WHO;ڈبلیو ایچ او;ВОЗ;من;Word
whoever;quien;wer auch immer;誰でも;谁;誰;누구나;quem quer que seja;quiconque;chiunque;wie dan ook;vem som än;hvem som helst;hvem som helst;कोई भी हो;جو بھی;тот, кто;أيا كان;Word
whole;entero;ganz;全体;所有的;所有的;전체;todo;ensemble;Totale;geheel;hela;hel;hel;पूरा;پوری;весь;جميع;Word
whom;a quien;dem;誰;谁;誰;누구;a quem;qui;chi;van wie;vem;hvem;hvem;किसको;کسے;кому;مَن;Word
whose;cuyo;wessen;だれの;谁的;誰的;누구의;cujo;dont;di chi;van wie;vars;hvem sin;hvis;किसका;جس کا;чей;لمن;Word
why;por qué;Warum;なぜ;为什么;為什麼;왜;por que;pourquoi;Perché;Waarom;Varför;Hvorfor;hvorfor;क्यों;کیوں;почему;لماذا;Word
wide;ancho;breit;幅;宽的;寬的;넓은;largo;large;Largo;breed;bred;bred;bred;चौड़ा;چوڑا;широкий;واسع;Word
widely;ampliamente;weit;広く;广泛;廣泛;넓게;largamente;largement;ampiamente;breed;allmänt;bredt;bredt;व्यापक रूप से;وسیع پیمانے پر;широко;على نطاق واسع;Word
width;ancho;Breite;幅;宽度;寬度;너비;largura;largeur;larghezza;breedte;bredd;bredde;bredde;चौड़ाई;چوڑائی;ширина;عرض;Word
wife;esposa;Gattin;妻;妻子;妻子;부인;esposa;épouse;moglie;vrouw;fru;kone;kone;पत्नी;بیوی;жена;زوجة;Word
wild;salvaje;wild;野生;荒野;荒野;야생의;selvagem;sauvage;selvaggio;wild;vild;vill;vild;जंगली;جنگلی;дикий;بري;Word
wildly;salvajemente;wild;乱暴に;疯狂地;瘋狂地;격렬하게;descontroladamente;sauvagement;selvaggiamente;wild;vilt;vilt;vildt;बेतहाशा;جنگلی طور پر;дико;بعنف;Word
will;voluntad;Wille;意思;将要;將要;~ 할 것이다;vai;sera;Volere;zullen;kommer;vil;vilje;इच्छा;مرضی;воля;سوف;Word
willing;deseoso;bereit;喜んで;愿意的;願意的;자발적인;disposto;disposé;disposto;gewillig;villig;villig;villig;इच्छुक;تیار;готовый;راغب;Word
win;ganar;gewinnen;勝つ;赢;贏;이기다;ganhar;gagner;vincita;winnen;vinna;vinne;vinde;जीतना;جیت;победить;يفوز;Word
wind 1;viento 1;Wind 1;風 1;风 1;風 1;바람 1;vento 1;vent 1;vento 1;wind 1;vind 1;vind 1;vind 1;पवन 1;ہوا 1;ветер 1;الرياح 1;Word
wind 2;viento 2;Wind 2;風 2;风2;風2;바람 2;vento 2;vent 2;vento 2;wind 2;vind 2;vind 2;vind 2;पवन 2;ہوا 2;ветер 2;الرياح 2;Word
window;ventana;Fenster;窓;窗户;窗戶;창문;janela;fenêtre;finestra;raam;fönster;vindu;vindue;खिड़की;کھڑکی;окно;نافذة او شباك;Word
wine;vino;Wein;ワイン;葡萄酒;葡萄酒;와인;vinho;vin;vino;wijn;vin;vin;vin;शराब;شراب;вино;خمر;Word
wing;ala;Flügel;羽;翅膀;翅膀;날개;asa;aile;ala;vleugel;vinge;vinge;vinge;विंग;بازو;крыло;جناح;Word
winner;ganador;Gewinner;勝者;优胜者;優勝者;우승자;ganhador;gagnant;vincitore;winnaar;vinnare;vinner;vinder;विजेता;فاتح;победитель;الفائز;Word
winning;victorioso;gewinnen;勝利;获胜;獲勝;승리;ganhando;gagnant;vincente;winnen;vinnande;vinne;vinder;जीत;جیتنا;выигрыш;الفوز;Word
winter;invierno;Winter;冬;冬天;冬天;겨울;inverno;hiver;inverno;winter;vinter;vinter;vinter;सर्दी;موسم سرما;зима;شتاء;Word
wire;cable;Kabel;ワイヤー;金属丝;金屬絲;철사;arame;fil;filo;draad;tråd;metalltråd;tråd;तार;تار;проволока;الأسلاك;Word
wise;inteligente;weise;賢い;明智的;明智的;지혜로운;sábio;sage;saggio;verstandig;klok;klok;klog;ढंग;عقل مند;мудрый;حكيم;Word
wish;desear;Wunsch;願い;希望;希望;소망;desejar;souhait;desiderio;wens;önskar;skulle ønske;ønske;इच्छा;خواہش;желание;يتمنى;Word
with;con;mit;と;和;和;~와 함께;com;avec;con;met;med;med;med;साथ;کے ساتھ;с;مع;Word
withdraw;retirar;zurückziehen;撤退;提取;提取;철회하다;retirar;retirer;ritirare;terugtrekken;dra tillbaka;ta ut;trække sig tilbage;निकालना;واپس لے لو;отзывать;ينسحب;Word
within;dentro;innerhalb;内部;之内;之內;이내에;dentro de;dans;entro;binnenin;inom;innenfor;inden for;अंदर;کے اندر;в пределах;داخل;Word
without;sin;ohne;それなし;没有;沒有;없이;sem;sans;senza;zonder;utan;uten;uden;बिना;بغیر;без;بدون;Word
witness;testigo;Zeuge;目撃者;证人;證人;증인;testemunha;témoin;testimone;getuige;bevittna;vitne;vidne;गवाह;گواہ;свидетель;شاهد;Word
woman;mujer;Frau;女性;女士;女士;여성;mulher;femme;donna;vrouw;kvinna;kvinne;kvinde;महिला;عورت;женщина;امرأة;Word
wonder;preguntarse;Wunder;不思議;想知道;想知道;궁금하다;maravilha;merveille;Meraviglia;wonder;undra;lure på;spekulerer;आश्चर्य;تعجب;удивляться;يتعجب;Word
wonderful;maravilloso;wunderbar;素晴らしい;精彩的;精彩的;아주 멋진;maravilhoso;merveilleux;meraviglioso;prachtig;underbar;herlig;vidunderlig;आश्चर्यजनक;شاندار;замечательный;رائع;Word
wood;madera;Holz;木;木头;木頭;목재;madeira;bois;legna;hout;trä;tre;træ;लकड़ी;لکڑی;древесина;خشب;Word
wooden;de madera;hölzern;木製;木制的;木製的;멍청한;de madeira;en bois;di legno;houten;trä-;tre;træ-;लकड़ी का;لکڑی کا;деревянный;خشبي;Word
wool;lana;wolle;ウール;羊毛;羊毛;양모;lã;laine;lana;wol;ull;ull;uld;ऊन;اون;шерсть;صوف;Word
word;palabra;Wort;言葉;单词;單詞;단어;palavra;mot;parola;woord;ord;ord;ord;शब्द;لفظ;слово;كلمة;Word
work;trabajar;arbeiten;仕事;工作;工作;일하다;trabalhar;travail;lavoro;werk;arbete;arbeid;arbejde;काम;کام;работа;عمل;Word
worker;obrero;Arbeiter;ワーカー;工人;工人;노동자;trabalhador;ouvrier;lavoratore;arbeider;arbetstagare;arbeider;arbejder;कार्यकर्ता;کارکن;рабочий;عامل;Word
